20.07.06 08:00:47: root: DEBUG  : ColumnA ColumnB ColumnC ColumnD
20.07.06 08:00:49: root: DEBUG  : EffortLeft(duty) -0.018 0.27
20.07.06 08:00:49: root: DEBUG  : EffortRight(duty) -0.001 0.857
20.07.06 08:00:49: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:49: root: DEBUG  : Wheel_Increments(rad) 0.1962 0.65
20.07.06 08:00:49: root: DEBUG  : Wheel_Speeds(rad/s) 2.8812 9.5478
20.07.06 08:00:49: root: DEBUG  : Chassis_Increment(m,rad) 0.017 0.052 1827.136776562
20.07.06 08:00:49: root: DEBUG  : TimeStamp(s) 1827.137027535
20.07.06 08:00:49: root: DEBUG  : Gyro_raw(deg/s) 44.495 1827.140990935
20.07.06 08:00:49: root: DEBUG  : global_x(m) 0.301 global_y(m) 0.002
20.07.06 08:00:49: root: DEBUG  : heading(deg) 8.881
20.07.06 08:00:49: root: DEBUG  : vectorLength(m) 0.537 vectorDirection(deg) 68.2
20.07.06 08:00:49: root: DEBUG  : CurveFlip 1
20.07.06 08:00:49: root: DEBUG  : sleepTime(s) 0.054
20.07.06 08:00:49: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:49: root: DEBUG  : EffortLeft(duty) -0.011 0.259
20.07.06 08:00:49: root: DEBUG  : EffortRight(duty) -0.004 0.854
20.07.06 08:00:49: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:49: root: DEBUG  : Wheel_Increments(rad) 0.1701 0.6424
20.07.06 08:00:49: root: DEBUG  : Wheel_Speeds(rad/s) 2.5083 9.4734
20.07.06 08:00:49: root: DEBUG  : Chassis_Increment(m,rad) 0.017 0.054 1827.204580024
20.07.06 08:00:49: root: DEBUG  : TimeStamp(s) 1827.204840537
20.07.06 08:00:49: root: DEBUG  : Gyro_raw(deg/s) 43.518 1827.211246836
20.07.06 08:00:49: root: DEBUG  : global_x(m) 0.317 global_y(m) 0.005
20.07.06 08:00:49: root: DEBUG  : heading(deg) 11.975
20.07.06 08:00:49: root: DEBUG  : vectorLength(m) 0.528 vectorDirection(deg) 69.8
20.07.06 08:00:49: root: DEBUG  : CurveFlip 1
20.07.06 08:00:49: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:00:49: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:49: root: DEBUG  : EffortLeft(duty) -0.003 0.256
20.07.06 08:00:49: root: DEBUG  : EffortRight(duty) -0.002 0.852
20.07.06 08:00:49: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:49: root: DEBUG  : Wheel_Increments(rad) 0.1547 0.6239
20.07.06 08:00:49: root: DEBUG  : Wheel_Speeds(rad/s) 2.3135 9.3285
20.07.06 08:00:49: root: DEBUG  : Chassis_Increment(m,rad) 0.016 0.053 1827.272451853
20.07.06 08:00:49: root: DEBUG  : TimeStamp(s) 1827.272710616
20.07.06 08:00:49: root: DEBUG  : Gyro_raw(deg/s) 44.8 1827.280935383
20.07.06 08:00:49: root: DEBUG  : global_x(m) 0.333 global_y(m) 0.008
20.07.06 08:00:49: root: DEBUG  : heading(deg) 15.011
20.07.06 08:00:49: root: DEBUG  : vectorLength(m) 0.519 vectorDirection(deg) 71.2
20.07.06 08:00:49: root: DEBUG  : CurveFlip 1
20.07.06 08:00:49: root: DEBUG  : sleepTime(s) 0.039
20.07.06 08:00:50: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:50: root: DEBUG  : EffortLeft(duty) 0.001 0.256
20.07.06 08:00:50: root: DEBUG  : EffortRight(duty) 0.001 0.852
20.07.06 08:00:50: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:50: root: DEBUG  : Wheel_Increments(rad) 0.1429 0.6065
20.07.06 08:00:50: root: DEBUG  : Wheel_Speeds(rad/s) 2.1097 8.9571
20.07.06 08:00:50: root: DEBUG  : Chassis_Increment(m,rad) 0.015 0.053 1827.339020782
20.07.06 08:00:50: root: DEBUG  : TimeStamp(s) 1827.339946015
20.07.06 08:00:50: root: DEBUG  : Gyro_raw(deg/s) 45.471 1827.350788913
20.07.06 08:00:50: root: DEBUG  : global_x(m) 0.347 global_y(m) 0.013
20.07.06 08:00:50: root: DEBUG  : heading(deg) 18.048
20.07.06 08:00:50: root: DEBUG  : vectorLength(m) 0.511 vectorDirection(deg) 72.6
20.07.06 08:00:50: root: DEBUG  : CurveFlip 1
20.07.06 08:00:50: root: DEBUG  : sleepTime(s) 0.047
20.07.06 08:00:50: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:50: root: DEBUG  : EffortLeft(duty) 0.005 0.261
20.07.06 08:00:50: root: DEBUG  : EffortRight(duty) 0.008 0.861
20.07.06 08:00:50: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:50: root: DEBUG  : Wheel_Increments(rad) 0.129 0.6174
20.07.06 08:00:50: root: DEBUG  : Wheel_Speeds(rad/s) 1.9178 9.176
20.07.06 08:00:50: root: DEBUG  : Chassis_Increment(m,rad) 0.015 0.056 1827.406248517
20.07.06 08:00:50: root: DEBUG  : TimeStamp(s) 1827.406474326
20.07.06 08:00:50: root: DEBUG  : Gyro_raw(deg/s) 47.241 1827.411228723
20.07.06 08:00:50: root: DEBUG  : global_x(m) 0.362 global_y(m) 0.018
20.07.06 08:00:50: root: DEBUG  : heading(deg) 21.257
20.07.06 08:00:50: root: DEBUG  : vectorLength(m) 0.502 vectorDirection(deg) 74.0
20.07.06 08:00:50: root: DEBUG  : CurveFlip 1
20.07.06 08:00:50: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:00:50: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:50: root: DEBUG  : EffortLeft(duty) 0.008 0.269
20.07.06 08:00:50: root: DEBUG  : EffortRight(duty) 0.004 0.864
20.07.06 08:00:50: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:50: root: DEBUG  : Wheel_Increments(rad) 0.1129 0.6318
20.07.06 08:00:50: root: DEBUG  : Wheel_Speeds(rad/s) 1.6737 9.3633
20.07.06 08:00:50: root: DEBUG  : Chassis_Increment(m,rad) 0.015 0.059 1827.473935701
20.07.06 08:00:50: root: DEBUG  : TimeStamp(s) 1827.474159469
20.07.06 08:00:50: root: DEBUG  : Gyro_raw(deg/s) 49.194 1827.480919605
20.07.06 08:00:50: root: DEBUG  : global_x(m) 0.375 global_y(m) 0.024
20.07.06 08:00:50: root: DEBUG  : heading(deg) 24.637
20.07.06 08:00:50: root: DEBUG  : vectorLength(m) 0.492 vectorDirection(deg) 75.3
20.07.06 08:00:50: root: DEBUG  : CurveFlip 1
20.07.06 08:00:50: root: DEBUG  : sleepTime(s) 0.051
20.07.06 08:00:50: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:50: root: DEBUG  : EffortLeft(duty) 0.013 0.283
20.07.06 08:00:50: root: DEBUG  : EffortRight(duty) 0.0 0.864
20.07.06 08:00:50: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:50: root: DEBUG  : Wheel_Increments(rad) 0.1007 0.6341
20.07.06 08:00:50: root: DEBUG  : Wheel_Speeds(rad/s) 1.5084 9.5014
20.07.06 08:00:50: root: DEBUG  : Chassis_Increment(m,rad) 0.015 0.061 1827.54245092
20.07.06 08:00:50: root: DEBUG  : TimeStamp(s) 1827.542703643
20.07.06 08:00:50: root: DEBUG  : Gyro_raw(deg/s) 49.622 1827.550936201
20.07.06 08:00:50: root: DEBUG  : global_x(m) 0.389 global_y(m) 0.03
20.07.06 08:00:50: root: DEBUG  : heading(deg) 28.132
20.07.06 08:00:50: root: DEBUG  : vectorLength(m) 0.483 vectorDirection(deg) 76.7
20.07.06 08:00:50: root: DEBUG  : CurveFlip 1
20.07.06 08:00:50: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:00:50: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:50: root: DEBUG  : EffortLeft(duty) 0.017 0.299
20.07.06 08:00:50: root: DEBUG  : EffortRight(duty) -0.003 0.862
20.07.06 08:00:50: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:50: root: DEBUG  : Wheel_Increments(rad) 0.0986 0.6429
20.07.06 08:00:50: root: DEBUG  : Wheel_Speeds(rad/s) 1.4399 9.3931
20.07.06 08:00:50: root: DEBUG  : Chassis_Increment(m,rad) 0.015 0.062 1827.609560376
20.07.06 08:00:50: root: DEBUG  : TimeStamp(s) 1827.610045781
20.07.06 08:00:50: root: DEBUG  : Gyro_raw(deg/s) 48.462 1827.620673536
20.07.06 08:00:50: root: DEBUG  : global_x(m) 0.402 global_y(m) 0.038
20.07.06 08:00:50: root: DEBUG  : heading(deg) 31.685
20.07.06 08:00:50: root: DEBUG  : vectorLength(m) 0.473 vectorDirection(deg) 78.0
20.07.06 08:00:50: root: DEBUG  : CurveFlip 1
20.07.06 08:00:50: root: DEBUG  : sleepTime(s) 0.047
20.07.06 08:00:50: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:50: root: DEBUG  : EffortLeft(duty) 0.018 0.317
20.07.06 08:00:50: root: DEBUG  : EffortRight(duty) -0.001 0.861
20.07.06 08:00:50: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:50: root: DEBUG  : Wheel_Increments(rad) 0.1001 0.6211
20.07.06 08:00:50: root: DEBUG  : Wheel_Speeds(rad/s) 1.479 9.177
20.07.06 08:00:50: root: DEBUG  : Chassis_Increment(m,rad) 0.015 0.059 1827.67690214
20.07.06 08:00:50: root: DEBUG  : TimeStamp(s) 1827.677172402
20.07.06 08:00:50: root: DEBUG  : Gyro_raw(deg/s) 48.157 1827.680951572
20.07.06 08:00:50: root: DEBUG  : global_x(m) 0.414 global_y(m) 0.046
20.07.06 08:00:50: root: DEBUG  : heading(deg) 35.065
20.07.06 08:00:50: root: DEBUG  : vectorLength(m) 0.462 vectorDirection(deg) 79.3
20.07.06 08:00:50: root: DEBUG  : CurveFlip 1
20.07.06 08:00:50: root: DEBUG  : sleepTime(s) 0.054
20.07.06 08:00:50: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:50: root: DEBUG  : EffortLeft(duty) 0.017 0.335
20.07.06 08:00:50: root: DEBUG  : EffortRight(duty) 0.004 0.865
20.07.06 08:00:50: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:50: root: DEBUG  : Wheel_Increments(rad) 0.1064 0.6328
20.07.06 08:00:50: root: DEBUG  : Wheel_Speeds(rad/s) 1.5621 9.2881
20.07.06 08:00:50: root: DEBUG  : Chassis_Increment(m,rad) 0.015 0.06 1827.744956034
20.07.06 08:00:50: root: DEBUG  : TimeStamp(s) 1827.745199091
20.07.06 08:00:50: root: DEBUG  : Gyro_raw(deg/s) 47.058 1827.750860889
20.07.06 08:00:50: root: DEBUG  : global_x(m) 0.426 global_y(m) 0.055
20.07.06 08:00:50: root: DEBUG  : heading(deg) 38.503
20.07.06 08:00:50: root: DEBUG  : vectorLength(m) 0.451 vectorDirection(deg) 80.6
20.07.06 08:00:50: root: DEBUG  : CurveFlip 1
20.07.06 08:00:50: root: DEBUG  : sleepTime(s) 0.052
20.07.06 08:00:50: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:50: root: DEBUG  : EffortLeft(duty) 0.016 0.35
20.07.06 08:00:50: root: DEBUG  : EffortRight(duty) 0.002 0.866
20.07.06 08:00:50: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:50: root: DEBUG  : Wheel_Increments(rad) 0.1198 0.6199
20.07.06 08:00:50: root: DEBUG  : Wheel_Speeds(rad/s) 1.7841 9.2289
20.07.06 08:00:50: root: DEBUG  : Chassis_Increment(m,rad) 0.015 0.057 1827.813039425
20.07.06 08:00:50: root: DEBUG  : TimeStamp(s) 1827.813274691
20.07.06 08:00:50: root: DEBUG  : Gyro_raw(deg/s) 26.001 1827.820835948
20.07.06 08:00:50: root: DEBUG  : global_x(m) 0.438 global_y(m) 0.065
20.07.06 08:00:50: root: DEBUG  : heading(deg) 41.769
20.07.06 08:00:50: root: DEBUG  : vectorLength(m) 0.44 vectorDirection(deg) 81.9
20.07.06 08:00:50: root: DEBUG  : CurveFlip 1
20.07.06 08:00:50: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:00:50: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:50: root: DEBUG  : EffortLeft(duty) 0.011 0.361
20.07.06 08:00:50: root: DEBUG  : EffortRight(duty) 0.003 0.869
20.07.06 08:00:50: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:50: root: DEBUG  : Wheel_Increments(rad) 0.1321 0.6071
20.07.06 08:00:50: root: DEBUG  : Wheel_Speeds(rad/s) 1.9491 8.9562
20.07.06 08:00:50: root: DEBUG  : Chassis_Increment(m,rad) 0.015 0.054 1827.880917672
20.07.06 08:00:50: root: DEBUG  : TimeStamp(s) 1827.881237387
20.07.06 08:00:50: root: DEBUG  : Gyro_raw(deg/s) 38.147 1827.89098028
20.07.06 08:00:50: root: DEBUG  : global_x(m) 0.449 global_y(m) 0.075
20.07.06 08:00:50: root: DEBUG  : heading(deg) 44.863
20.07.06 08:00:50: root: DEBUG  : vectorLength(m) 0.428 vectorDirection(deg) 83.1
20.07.06 08:00:50: root: DEBUG  : CurveFlip 1
20.07.06 08:00:50: root: DEBUG  : sleepTime(s) 0.047
20.07.06 08:00:50: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:50: root: DEBUG  : EffortLeft(duty) 0.008 0.369
20.07.06 08:00:50: root: DEBUG  : EffortRight(duty) 0.008 0.877
20.07.06 08:00:50: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:50: root: DEBUG  : Wheel_Increments(rad) 0.1243 0.6023
20.07.06 08:00:50: root: DEBUG  : Wheel_Speeds(rad/s) 1.8312 8.8764
20.07.06 08:00:50: root: DEBUG  : Chassis_Increment(m,rad) 0.015 0.054 1827.94756297
20.07.06 08:00:50: root: DEBUG  : TimeStamp(s) 1827.947790612
20.07.06 08:00:50: root: DEBUG  : Gyro_raw(deg/s) 42.847 1827.950863026
20.07.06 08:00:50: root: DEBUG  : global_x(m) 0.459 global_y(m) 0.086
20.07.06 08:00:50: root: DEBUG  : heading(deg) 47.957
20.07.06 08:00:50: root: DEBUG  : vectorLength(m) 0.416 vectorDirection(deg) 84.4
20.07.06 08:00:50: root: DEBUG  : CurveFlip 1
20.07.06 08:00:50: root: DEBUG  : sleepTime(s) 0.055
20.07.06 08:00:50: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:50: root: DEBUG  : EffortLeft(duty) 0.01 0.379
20.07.06 08:00:50: root: DEBUG  : EffortRight(duty) 0.01 0.887
20.07.06 08:00:50: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:50: root: DEBUG  : Wheel_Increments(rad) 0.1348 0.6282
20.07.06 08:00:50: root: DEBUG  : Wheel_Speeds(rad/s) 1.9843 9.247
20.07.06 08:00:50: root: DEBUG  : Chassis_Increment(m,rad) 0.016 0.056 1828.015490253
20.07.06 08:00:50: root: DEBUG  : TimeStamp(s) 1828.015721645
20.07.06 08:00:50: root: DEBUG  : Gyro_raw(deg/s) 45.776 1828.020807339
20.07.06 08:00:50: root: DEBUG  : global_x(m) 0.469 global_y(m) 0.098
20.07.06 08:00:50: root: DEBUG  : heading(deg) 51.165
20.07.06 08:00:50: root: DEBUG  : vectorLength(m) 0.403 vectorDirection(deg) 85.7
20.07.06 08:00:50: root: DEBUG  : CurveFlip 1
20.07.06 08:00:50: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:00:50: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:50: root: DEBUG  : EffortLeft(duty) 0.007 0.387
20.07.06 08:00:50: root: DEBUG  : EffortRight(duty) 0.002 0.89
20.07.06 08:00:50: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:50: root: DEBUG  : Wheel_Increments(rad) 0.1444 0.6564
20.07.06 08:00:50: root: DEBUG  : Wheel_Speeds(rad/s) 2.1481 9.7649
20.07.06 08:00:50: root: DEBUG  : Chassis_Increment(m,rad) 0.016 0.058 1828.082810686
20.07.06 08:00:50: root: DEBUG  : TimeStamp(s) 1828.083035661
20.07.06 08:00:50: root: DEBUG  : Gyro_raw(deg/s) 46.387 1828.091101946
20.07.06 08:00:50: root: DEBUG  : global_x(m) 0.479 global_y(m) 0.111
20.07.06 08:00:50: root: DEBUG  : heading(deg) 54.488
20.07.06 08:00:50: root: DEBUG  : vectorLength(m) 0.39 vectorDirection(deg) 86.9
20.07.06 08:00:50: root: DEBUG  : CurveFlip 1
20.07.06 08:00:50: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:00:50: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:50: root: DEBUG  : EffortLeft(duty) 0.004 0.391
20.07.06 08:00:50: root: DEBUG  : EffortRight(duty) -0.008 0.882
20.07.06 08:00:50: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:50: root: DEBUG  : Wheel_Increments(rad) 0.1545 0.67
20.07.06 08:00:50: root: DEBUG  : Wheel_Speeds(rad/s) 2.3066 9.9989
20.07.06 08:00:50: root: DEBUG  : Chassis_Increment(m,rad) 0.017 0.059 1828.151043186
20.07.06 08:00:50: root: DEBUG  : TimeStamp(s) 1828.151326738
20.07.06 08:00:50: root: DEBUG  : Gyro_raw(deg/s) 46.875 1828.160711046
20.07.06 08:00:50: root: DEBUG  : global_x(m) 0.489 global_y(m) 0.125
20.07.06 08:00:50: root: DEBUG  : heading(deg) 57.869
20.07.06 08:00:50: root: DEBUG  : vectorLength(m) 0.375 vectorDirection(deg) 88.3
20.07.06 08:00:50: root: DEBUG  : CurveFlip 1
20.07.06 08:00:50: root: DEBUG  : sleepTime(s) 0.049
20.07.06 08:00:50: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:50: root: DEBUG  : EffortLeft(duty) 0.001 0.391
20.07.06 08:00:50: root: DEBUG  : EffortRight(duty) -0.013 0.869
20.07.06 08:00:50: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:50: root: DEBUG  : Wheel_Increments(rad) 0.1687 0.6692
20.07.06 08:00:50: root: DEBUG  : Wheel_Speeds(rad/s) 2.4855 9.8572
20.07.06 08:00:50: root: DEBUG  : Chassis_Increment(m,rad) 0.017 0.057 1828.217759559
20.07.06 08:00:50: root: DEBUG  : TimeStamp(s) 1828.217982618
20.07.06 08:00:50: root: DEBUG  : Gyro_raw(deg/s) 45.898 1828.220702363
20.07.06 08:00:50: root: DEBUG  : global_x(m) 0.497 global_y(m) 0.139
20.07.06 08:00:50: root: DEBUG  : heading(deg) 61.135
20.07.06 08:00:50: root: DEBUG  : vectorLength(m) 0.361 vectorDirection(deg) 89.6
20.07.06 08:00:50: root: DEBUG  : CurveFlip 1
20.07.06 08:00:50: root: DEBUG  : sleepTime(s) 0.055
20.07.06 08:00:50: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:50: root: DEBUG  : EffortLeft(duty) -0.003 0.388
20.07.06 08:00:50: root: DEBUG  : EffortRight(duty) -0.01 0.859
20.07.06 08:00:50: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:50: root: DEBUG  : Wheel_Increments(rad) 0.1827 0.6629
20.07.06 08:00:50: root: DEBUG  : Wheel_Speeds(rad/s) 2.7033 9.8063
20.07.06 08:00:50: root: DEBUG  : Chassis_Increment(m,rad) 0.017 0.055 1828.28540379
20.07.06 08:00:50: root: DEBUG  : TimeStamp(s) 1828.285636056
20.07.06 08:00:50: root: DEBUG  : Gyro_raw(deg/s) 42.419 1828.291070004
20.07.06 08:00:50: root: DEBUG  : global_x(m) 0.505 global_y(m) 0.155
20.07.06 08:00:50: root: DEBUG  : heading(deg) 64.286
20.07.06 08:00:50: root: DEBUG  : vectorLength(m) 0.345 vectorDirection(deg) 90.8
20.07.06 08:00:50: root: DEBUG  : CurveFlip 1
20.07.06 08:00:50: root: DEBUG  : sleepTime(s) 0.052
20.07.06 08:00:51: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:51: root: DEBUG  : EffortLeft(duty) -0.007 0.381
20.07.06 08:00:51: root: DEBUG  : EffortRight(duty) -0.009 0.85
20.07.06 08:00:51: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:51: root: DEBUG  : Wheel_Increments(rad) 0.1942 0.6299
20.07.06 08:00:51: root: DEBUG  : Wheel_Speeds(rad/s) 2.8804 9.3408
20.07.06 08:00:51: root: DEBUG  : Chassis_Increment(m,rad) 0.017 0.05 1828.353120263
20.07.06 08:00:51: root: DEBUG  : TimeStamp(s) 1828.353358446
20.07.06 08:00:51: root: DEBUG  : Gyro_raw(deg/s) 39.795 1828.360752221
20.07.06 08:00:51: root: DEBUG  : global_x(m) 0.512 global_y(m) 0.17
20.07.06 08:00:51: root: DEBUG  : heading(deg) 67.151
20.07.06 08:00:51: root: DEBUG  : vectorLength(m) 0.33 vectorDirection(deg) 92.1
20.07.06 08:00:51: root: DEBUG  : CurveFlip 1
20.07.06 08:00:51: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:00:51: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:51: root: DEBUG  : EffortLeft(duty) -0.011 0.37
20.07.06 08:00:51: root: DEBUG  : EffortRight(duty) 0.001 0.851
20.07.06 08:00:51: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:51: root: DEBUG  : Wheel_Increments(rad) 0.2027 0.6422
20.07.06 08:00:51: root: DEBUG  : Wheel_Speeds(rad/s) 3.0199 9.5682
20.07.06 08:00:51: root: DEBUG  : Chassis_Increment(m,rad) 0.017 0.05 1828.421003886
20.07.06 08:00:51: root: DEBUG  : TimeStamp(s) 1828.42130977
20.07.06 08:00:51: root: DEBUG  : Gyro_raw(deg/s) 33.325 1828.430733282
20.07.06 08:00:51: root: DEBUG  : global_x(m) 0.518 global_y(m) 0.186
20.07.06 08:00:51: root: DEBUG  : heading(deg) 70.015
20.07.06 08:00:51: root: DEBUG  : vectorLength(m) 0.315 vectorDirection(deg) 93.3
20.07.06 08:00:51: root: DEBUG  : CurveFlip 1
20.07.06 08:00:51: root: DEBUG  : sleepTime(s) 0.048
20.07.06 08:00:51: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:51: root: DEBUG  : EffortLeft(duty) -0.014 0.357
20.07.06 08:00:51: root: DEBUG  : EffortRight(duty) -0.004 0.847
20.07.06 08:00:51: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:51: root: DEBUG  : Wheel_Increments(rad) 0.2061 0.6017
20.07.06 08:00:51: root: DEBUG  : Wheel_Speeds(rad/s) 3.03 8.8448
20.07.06 08:00:51: root: DEBUG  : Chassis_Increment(m,rad) 0.017 0.045 1828.487726178
20.07.06 08:00:51: root: DEBUG  : TimeStamp(s) 1828.48795357
20.07.06 08:00:51: root: DEBUG  : Gyro_raw(deg/s) 39.001 1828.49101536
20.07.06 08:00:51: root: DEBUG  : global_x(m) 0.524 global_y(m) 0.202
20.07.06 08:00:51: root: DEBUG  : heading(deg) 72.594
20.07.06 08:00:51: root: DEBUG  : vectorLength(m) 0.299 vectorDirection(deg) 94.5
20.07.06 08:00:51: root: DEBUG  : CurveFlip 1
20.07.06 08:00:51: root: DEBUG  : sleepTime(s) 0.054
20.07.06 08:00:51: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:51: root: DEBUG  : EffortLeft(duty) -0.014 0.343
20.07.06 08:00:51: root: DEBUG  : EffortRight(duty) 0.01 0.857
20.07.06 08:00:51: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:51: root: DEBUG  : Wheel_Increments(rad) 0.2125 0.6339
20.07.06 08:00:51: root: DEBUG  : Wheel_Speeds(rad/s) 3.1536 9.4095
20.07.06 08:00:51: root: DEBUG  : Chassis_Increment(m,rad) 0.017 0.048 1828.555165183
20.07.06 08:00:51: root: DEBUG  : TimeStamp(s) 1828.5553937
20.07.06 08:00:51: root: DEBUG  : Gyro_raw(deg/s) 40.405 1828.560768238
20.07.06 08:00:51: root: DEBUG  : global_x(m) 0.528 global_y(m) 0.218
20.07.06 08:00:51: root: DEBUG  : heading(deg) 75.344
20.07.06 08:00:51: root: DEBUG  : vectorLength(m) 0.283 vectorDirection(deg) 95.7
20.07.06 08:00:51: root: DEBUG  : CurveFlip 1
20.07.06 08:00:51: root: DEBUG  : sleepTime(s) 0.053
20.07.06 08:00:51: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:51: root: DEBUG  : EffortLeft(duty) -0.016 0.327
20.07.06 08:00:51: root: DEBUG  : EffortRight(duty) -0.001 0.856
20.07.06 08:00:51: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:51: root: DEBUG  : Wheel_Increments(rad) 0.2079 0.6393
20.07.06 08:00:51: root: DEBUG  : Wheel_Speeds(rad/s) 3.0959 9.5219
20.07.06 08:00:51: root: DEBUG  : Chassis_Increment(m,rad) 0.017 0.049 1828.622602897
20.07.06 08:00:51: root: DEBUG  : TimeStamp(s) 1828.622832205
20.07.06 08:00:51: root: DEBUG  : Gyro_raw(deg/s) 42.053 1828.630711636
20.07.06 08:00:51: root: DEBUG  : global_x(m) 0.532 global_y(m) 0.235
20.07.06 08:00:51: root: DEBUG  : heading(deg) 78.151
20.07.06 08:00:51: root: DEBUG  : vectorLength(m) 0.267 vectorDirection(deg) 96.9
20.07.06 08:00:51: root: DEBUG  : CurveFlip 1
20.07.06 08:00:51: root: DEBUG  : sleepTime(s) 0.05
20.07.06 08:00:51: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:51: root: DEBUG  : EffortLeft(duty) -0.015 0.312
20.07.06 08:00:51: root: DEBUG  : EffortRight(duty) -0.003 0.853
20.07.06 08:00:51: root: DEBUG  : Time_Increment(s) 0.067
20.07.06 08:00:51: root: DEBUG  : Wheel_Increments(rad) 0.2159 0.6299
20.07.06 08:00:51: root: DEBUG  : Wheel_Speeds(rad/s) 3.2286 9.4191
20.07.06 08:00:51: root: DEBUG  : Chassis_Increment(m,rad) 0.017 0.047 1828.690078523
20.07.06 08:00:51: root: DEBUG  : TimeStamp(s) 1828.690854646
20.07.06 08:00:51: root: DEBUG  : Gyro_raw(deg/s) 41.382 1828.700612955
20.07.06 08:00:51: root: DEBUG  : global_x(m) 0.535 global_y(m) 0.252
20.07.06 08:00:51: root: DEBUG  : heading(deg) 80.844
20.07.06 08:00:51: root: DEBUG  : vectorLength(m) 0.251 vectorDirection(deg) 98.1
20.07.06 08:00:51: root: DEBUG  : CurveFlip 1
20.07.06 08:00:51: root: DEBUG  : sleepTime(s) 0.048
20.07.06 08:00:51: root: DEBUG  : PhiSetPoints(rad/s) 2.341 9.366
20.07.06 08:00:51: root: DEBUG  : EffortLeft(duty) -0.018 0.294
20.07.06 08:00:51: root: DEBUG  : EffortRight(duty) -0.001 0.852
20.07.06 08:00:51: root: DEBUG  : Time_Increment(s) 0.068
20.07.06 08:00:51: root: DEBUG  : Wheel_Increments(rad) 0.2163 0.6544
20.07.06 08:00:51: root: DEBUG  : Wheel_Speeds(rad/s) 3.1757 9.6087
